,title,subtitle,sub_subtitle,location,company,salary,type,description,date_publish,url_postulacion
10,DESARROLLADOR PYTHON,"Indigo Smart Software Development4.0
Ciudad de México","$18,000 a $20,000 por mes
Tiempo completo
Lunes a viernes",Ciudad de México,Indigo Smart Software Development4.0,"$18,000 a $20,000 por mes",Remoto,"Durante los últimos 13 años nos enfocamos en proyectos de tecnología para diversas empresas, por el crecimiento que tenemos buscamos a un nuevo talento.
DESARROLLADOR PYTHON
Estamos buscando candidatos con experiencia en:
Python, Javascript, Git, base de datos MySQL deseable.
Importante tener experiencia en proyectos de desarrollo web con Python
Indispensable contar con experiencia creando APIs.
Prestaciones
Empleo remoto
Seguro de gastos médicos
Aguinaldo y vacaciones
Prestaciones de Ley
SALARIO 18000 A 20 0000
Oportunidad para estudiar un idioma
Envíanos tu CV y te contactaremos
Tipo de puesto: Tiempo completo
Salario: $18,000.00 - $20,000.00 al mes
Horario:
Lunes a viernes
Prestaciones:
Seguro de gastos médicos mayores",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Indigo-Smart-Software-Development&t=Desarrollador+python&jk=8d01b41b9c622776&q=javascript&vjs=3
11,Programador Jr,"Medical Life1.6
Ciudad de México","$20,000 por mes
Tiempo completo
Turno de 10 horas",Ciudad de México,Medical Life1.6,"$20,000 por mes",Remoto,"BBVA cuenta con una posición como Desarrollador Frontend Jr para Realizar desarrollos utilizando ultimas tecnologías.
Funciones
Desarrollo Web
Maquetado
Integración de servicios
Solución de problemas
Análisis de flujos
Habilidades
HTML5
CSS3
sass
Versonamiento GIT
NPM
ES6
JavaScript
trabajo en equipo
estrategia
Capacidad Analítica
Tipo de puesto: Tiempo completo, Por tiempo indeterminado
Salario: $15,000.00 - $20,000.00 al mes
Horario:
Lunes a viernes
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos
Seguro de gastos médicos mayores
Vacaciones adicionales o permisos con goce de sueldo
Vales de despensa",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Medical-Life-Sa-de-CV&t=Programador+junior&jk=5785da9fc4d5a5be&q=javascript&vjs=3
12,Desarrollador Jr,"Reclutador Freelance
Benito Juárez, CDMX","$12,000 a $15,000 por mes
Tiempo completo
Lunes a viernes",Ciudad de México,Reclutador Freelance,"$12,000 a $15,000 por mes",Remoto,"BBVA cuenta con una posición como Desarrollador Frontend Jr para Realizar desarrollos utilizando ultimas tecnologías.
Funciones
Desarrollo Web
Maquetado
Integración de servicios
Solución de problemas
Análisis de flujos
Habilidades
HTML5
CSS3
sass
Versonamiento GIT
NPM
ES6
JavaScript
trabajo en equipo
estrategia
Capacidad Analítica
Tipo de puesto: Tiempo completo, Por tiempo indeterminado
Salario: $15,000.00 - $20,000.00 al mes
Horario:
Lunes a viernes
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos
Seguro de gastos médicos mayores
Vacaciones adicionales o permisos con goce de sueldo
Vales de despensa",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Reclutador-Freelance&t=Desarrollador+junior&jk=687aeca871239033&q=javascript&vjs=3
13,Desarrollador FrontEnd Jr.,"IRONBIT3.3
Ciudad de México","$10,000 a $13,000 por mes
Tiempo completo
Turno de 8 horas",Ciudad de México,IRONBIT3.3,"$10,000 a $13,000 por mes",Remoto,"BBVA cuenta con una posición como Desarrollador Frontend Jr para Realizar desarrollos utilizando ultimas tecnologías.
Funciones
Desarrollo Web
Maquetado
Integración de servicios
Solución de problemas
Análisis de flujos
Habilidades
HTML5
CSS3
sass
Versonamiento GIT
NPM
ES6
JavaScript
trabajo en equipo
estrategia
Capacidad Analítica
Tipo de puesto: Tiempo completo, Por tiempo indeterminado
Salario: $15,000.00 - $20,000.00 al mes
Horario:
Lunes a viernes
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos
Seguro de gastos médicos mayores
Vacaciones adicionales o permisos con goce de sueldo
Vales de despensa",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=IRONBIT&t=Desarrollador+frontend+junior&jk=ddeae2d5420dcd9f&q=javascript&vjs=3
14,Front End Developer,"GoNet Mexico4.3
Remoto in Ciudad de México","Por tiempo indeterminado
+1
Turno de 8 horas
+1
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,GoNet Mexico4.3,"Por tiempo indeterminado
+1
Turno de 8 horas
+1
Más detalles sobre el empleo
Trabajo desde casa",Remoto,"BBVA cuenta con una posición como Desarrollador Frontend Jr para Realizar desarrollos utilizando ultimas tecnologías.
Funciones
Desarrollo Web
Maquetado
Integración de servicios
Solución de problemas
Análisis de flujos
Habilidades
HTML5
CSS3
sass
Versonamiento GIT
NPM
ES6
JavaScript
trabajo en equipo
estrategia
Capacidad Analítica
Tipo de puesto: Tiempo completo, Por tiempo indeterminado
Salario: $15,000.00 - $20,000.00 al mes
Horario:
Lunes a viernes
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos
Seguro de gastos médicos mayores
Vacaciones adicionales o permisos con goce de sueldo
Vales de despensa",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=GoNet-Mexico&t=Front+end+developer&jk=8db7893a72872d18&q=javascript&vjs=3
15,Desarrollador Front End,"BNN3.8
Remoto in Miguel Hidalgo, CDMX","Por tiempo indeterminado
+1
Turno de 8 horas
Más detalles sobre el empleo
Trabajo desde casa
Home office híbrido",Ciudad de México,BNN3.8,"Por tiempo indeterminado
+1
Turno de 8 horas
Más detalles sobre el empleo
Trabajo desde casa
Home office híbrido",Remoto,"En BNN , buscamos tu Talento para que te integres a nuestro equipo de IT como Desarrollador Front End, para llevar diversos proyectos muy dinámicos dentro de la industria del Marketing Digital, colaborando con marcas de gran prestigio a nivel nacional e internacional.
Requisitos para el puesto:
Experiencia mínima de 2 años laborando preferentemente en agencias de MKT Digital, como Desarrollador Front End.
Experiencia en lenguajes de desarrollo: HTML, CSS,Javascript y Bootstrap.
Experiencia en Marcos de JavaScript Jquery, React, Vue.
Deseable: Drupal, Wordpress
Marcos de trabajo ágiles (SCRUM).
AWS.
Principales responsabilidades del puesto:
Atención al cliente y dar seguimiento a las solicitudes requisiciones de proyecto.
Gestionar de maquetación de sitios/mailings en diferentes lenguajes.
Mejora de assets web para aseguramiento en mejoras en los estándares de calidad establecidos por cliente.
Gestión de repositorios.
Habilidades:
Creatividad
Trabajo en equipo
Habilidad para priorizar tareas
Organizado
Rapidez de Respuesta.
Beneficios:
Sueldo Competitivo de acuerdo a tu nivel de experiencia.
Nómina al 100% y contratación directa.
Prestaciones de Ley y Superiores.
Beneficios adicionales otorgados por la empresa.
Esquema híbrido de trabajo (Home Office y Oficina temporal).
Lugar de Trabajo: Lomas Altas, Miguel Hidalgo, CDMX.
Te invitamos a que visites nuestro sitio web, para que conozcas un poco más de lo que hacemos: https://www.bnn.mx/
Si te interesa escuchar más de la posición, envíanos tu CV actualizado o WhatsApp al número: (55) 6628 0392.
Gracias.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado
Horario:
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos
Seguro de gastos médicos mayores
Seguro de vida
Trabajar desde casa
Educación:
Licenciatura terminada (Deseable)
Experiencia:
React: 1 año (Deseable)
JavaScript: 1 año (Deseable)
Fecha de inicio prevista: 16/11/2022",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=BNN&t=Desarrollador+front+end&jk=4074a3dd97113052&q=javascript&vjs=3
16,Desarrollador Frontend,"Ralken
Ciudad de México","$25,000 a $30,000 por mes
Por tiempo indeterminado
+2
Turno de 8 horas",Ciudad de México,Ralken,"$25,000 a $30,000 por mes",Remoto,"Por asignación a proyecto buscamos perfiles de Desarrollador Frontend con los siguientes Skills:
Indispensable:
Conocimiento avanzado en React Js y Hooks.
Conocimiento del framework NextJs.
Conocimiento de Styled components.
Implementación de Material UI.
Librerías para integración de servicios (Axios, Fetch).
Conocimiento en HTML5, CSS3, JavaScript.
Manejo de estado de componentes (Redux Toolkit)
Conocimiento en Firebase (Cloud Messaging)
Conocimiento de Responsive Web Design (RWD).
Deseable:
Conocimiento en Sass.
Pruebas unitarias.
Manejo de librerías de terceros.
General:
Formatos Json, XML, CSV, Yaml.
Versionamiento y respaldo de código (Git, GitLab).
Bases de diseño responsivo y adaptativo.
Actividades a desarrollar:
Creación de componentes reutilizables y dinámicos.
Integración de microservicios.
Comunicación de componentes locales y globales.
Integración con Firebase (Cloud Messaging, Auth).
Integración de librerías.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por obra o tiempo determinado
Salario: $25,000.00 - $30,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Opción a contrato indefinido
Seguro de vida
Trabajar desde casa
Vacaciones adicionales o permisos con goce de sueldo
Tipos de compensaciones:
Bono de productividad",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Ralken&t=Desarrollador+frontend&jk=e7d86263e2aec99a&q=javascript&vjs=3
17,Desarrollador Front End,"CENTRO DE SOLUCIONES EN INFORMÁTICA, S.A DE C.V.
Remoto in Ciudad de México","$23,000 a $25,000 por mes
Tiempo completo
Turno de 8 horas
+1
Más detalles sobre el empleo
Trabajo desde casa
Home office híbrido",Ciudad de México,"CENTRO DE SOLUCIONES EN INFORMÁTICA, S.A DE C.V.","$23,000 a $25,000 por mes",Remoto,"Por asignación a proyecto buscamos perfiles de Desarrollador Frontend con los siguientes Skills:
Indispensable:
Conocimiento avanzado en React Js y Hooks.
Conocimiento del framework NextJs.
Conocimiento de Styled components.
Implementación de Material UI.
Librerías para integración de servicios (Axios, Fetch).
Conocimiento en HTML5, CSS3, JavaScript.
Manejo de estado de componentes (Redux Toolkit)
Conocimiento en Firebase (Cloud Messaging)
Conocimiento de Responsive Web Design (RWD).
Deseable:
Conocimiento en Sass.
Pruebas unitarias.
Manejo de librerías de terceros.
General:
Formatos Json, XML, CSV, Yaml.
Versionamiento y respaldo de código (Git, GitLab).
Bases de diseño responsivo y adaptativo.
Actividades a desarrollar:
Creación de componentes reutilizables y dinámicos.
Integración de microservicios.
Comunicación de componentes locales y globales.
Integración con Firebase (Cloud Messaging, Auth).
Integración de librerías.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por obra o tiempo determinado
Salario: $25,000.00 - $30,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Opción a contrato indefinido
Seguro de vida
Trabajar desde casa
Vacaciones adicionales o permisos con goce de sueldo
Tipos de compensaciones:
Bono de productividad",2022-12-07,"https://mx.indeed.com/ver-empleo?cmp=Centro-de-Soluciones-en-Inform%C3%A1tica,-S.A.-de-C.V.&t=Desarrollador+front+end&jk=3bf6d8fb95501c82&q=javascript&vjs=3"
18,Desarrollador Web Jr,"MAZDA AUTOFINANCIAMIENTO
Ciudad de México","$15,000 por mes
Tiempo completo
Turno de 8 horas",Ciudad de México,MAZDA AUTOFINANCIAMIENTO,"$15,000 por mes",Remoto,"Por asignación a proyecto buscamos perfiles de Desarrollador Frontend con los siguientes Skills:
Indispensable:
Conocimiento avanzado en React Js y Hooks.
Conocimiento del framework NextJs.
Conocimiento de Styled components.
Implementación de Material UI.
Librerías para integración de servicios (Axios, Fetch).
Conocimiento en HTML5, CSS3, JavaScript.
Manejo de estado de componentes (Redux Toolkit)
Conocimiento en Firebase (Cloud Messaging)
Conocimiento de Responsive Web Design (RWD).
Deseable:
Conocimiento en Sass.
Pruebas unitarias.
Manejo de librerías de terceros.
General:
Formatos Json, XML, CSV, Yaml.
Versionamiento y respaldo de código (Git, GitLab).
Bases de diseño responsivo y adaptativo.
Actividades a desarrollar:
Creación de componentes reutilizables y dinámicos.
Integración de microservicios.
Comunicación de componentes locales y globales.
Integración con Firebase (Cloud Messaging, Auth).
Integración de librerías.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por obra o tiempo determinado
Salario: $25,000.00 - $30,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Opción a contrato indefinido
Seguro de vida
Trabajar desde casa
Vacaciones adicionales o permisos con goce de sueldo
Tipos de compensaciones:
Bono de productividad",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Autofinanciamiento-MZD-S.A-de-C.V.&t=Desarrollador+web+junior&jk=0744876c5cf8570a&q=javascript&vjs=3
19,Desarrollador FrontEnd Jr || Recién Egresado,"IRONBIT3.3
Ciudad de México","Desde $10,000 por mes
Por tiempo indeterminado
+1
Turno de 8 horas",Ciudad de México,IRONBIT3.3,"Desde $10,000 por mes",Remoto,"Por asignación a proyecto buscamos perfiles de Desarrollador Frontend con los siguientes Skills:
Indispensable:
Conocimiento avanzado en React Js y Hooks.
Conocimiento del framework NextJs.
Conocimiento de Styled components.
Implementación de Material UI.
Librerías para integración de servicios (Axios, Fetch).
Conocimiento en HTML5, CSS3, JavaScript.
Manejo de estado de componentes (Redux Toolkit)
Conocimiento en Firebase (Cloud Messaging)
Conocimiento de Responsive Web Design (RWD).
Deseable:
Conocimiento en Sass.
Pruebas unitarias.
Manejo de librerías de terceros.
General:
Formatos Json, XML, CSV, Yaml.
Versionamiento y respaldo de código (Git, GitLab).
Bases de diseño responsivo y adaptativo.
Actividades a desarrollar:
Creación de componentes reutilizables y dinámicos.
Integración de microservicios.
Comunicación de componentes locales y globales.
Integración con Firebase (Cloud Messaging, Auth).
Integración de librerías.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por obra o tiempo determinado
Salario: $25,000.00 - $30,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Opción a contrato indefinido
Seguro de vida
Trabajar desde casa
Vacaciones adicionales o permisos con goce de sueldo
Tipos de compensaciones:
Bono de productividad",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=IRONBIT&t=Desarrollador+frontend+junior+reci%C3%A9n+egresado&jk=8f8c6a5287674b84&q=javascript&vjs=3
20,Desarrollador JavaScritpt,"Gent3.2
Remoto in Ciudad de México","$27,000 a $32,000 por mes
Tiempo completo
Turno de 8 horas
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,Gent3.2,"$27,000 a $32,000 por mes",Remoto,"Somos una consultoría mexicana con 6 años de experiencia, nos dedicamos al mantenimiento y soluciones de RRHH para sector de TI, actualmente nos encontramos en búsqueda de talento como Desarrollador JavaScript- Angular con experiencia.
Requisitos:
Experiencia desarrollado con JavaScript.
2 años de experiencia en FRONT END.
Experiencia con Angular
Bases de datos SQL
Comprensión o experiencia con las metodologías ágiles.
Buena comunicación con los desarrolladores back end.
Desarrollo de sitios reactivos.
Ofrecemos:
Prestaciones de ley
HOME OFFICE PERMANENTE
Plan de carrera
Crecimiento profesional
Si cumples con los requisitos postulate!
Tipo de puesto: Tiempo completo
Salario: $27,000.00 - $32,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Trabajar desde casa
Educación:
Licenciatura trunca o en curso (Deseable)",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Gen--T-Personal-Outsourcing&t=Desarrollador+javascritpt&jk=c416248f1328a3ee&q=javascript&vjs=3
21,Desarrollador Frontend Con React,"BADAK Soluciones de TI4.0
Ciudad de México","$30,000 a $35,000 por mes
Tiempo completo
Turno de 8 horas",Ciudad de México,BADAK Soluciones de TI4.0,"$30,000 a $35,000 por mes",Remoto,"TE ESTAMOS BUSCANDO! Badak es una importante compañía de tecnología, la cual busca miembros talentosos, apasionados y comprometidos.
Desarrollador Front end React Semi Sr-Sr
REQUISTOS:
Experiencia de 3 años en adelante en un puesto similar.
Experiencia en desarrollo de Aplicaciones Web con JavaScript
Experiencia en integración de aplicaciones utilizando Web Services
Conocimientos de ECMAScript (ES6+)
Conocimientos en algún framework de ReactJS,
Conocimientos en últimas versiones de HTML y CSS
Entendimiento del protocolo HTTP
Experiencia en el uso de Bootstrap o similar
Conocimiento de Responsive Web Design (RWD)
Conocimiento de Material Design o similar
DESEABLE: Experiencia con React y Redux
Experiencia en el uso de algún preprocesador de estilos como LESS, SASS o similar
Experiencia desarrollando Pruebas Unitarias con JavaScript o utilizando paradigmas como TDD o BDD
Conocimiento de metodologías ágiles como Scrum o Kanban
Conocimiento de Linux y programación con Shell Script
ZONA A LABORAR: CDMX, (Home Office Temporal)
OFRECEMOS:
Sueldo Base (según aptitudes)
Beneficios de ley
beneficios adicionales (Seguro de Vida, SGMM, Capacitación)
Buen ambiente de Trabajo
¡POSTULATE AHORA!
Tipo de puesto: Tiempo completo
Salario: $30,000.00 - $35,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos mayores
Seguro de vida
Lugar de trabajo: Una ubicación",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=BADAK-Soluciones-de-TI&t=Desarrollador+frontend+react&jk=7974220898fde298&q=javascript&vjs=3
22,Desarrollador Java jr (sin experiencia),"DSI Mexico
Ciudad de México","$12,000 a $14,000 por mes
Tiempo completo
Turno de 8 horas
+1
Más detalles sobre el empleo
Sin necesidad de experiencia",Ciudad de México,DSI Mexico,"$12,000 a $14,000 por mes",Remoto,"TE ESTAMOS BUSCANDO! Badak es una importante compañía de tecnología, la cual busca miembros talentosos, apasionados y comprometidos.
Desarrollador Front end React Semi Sr-Sr
REQUISTOS:
Experiencia de 3 años en adelante en un puesto similar.
Experiencia en desarrollo de Aplicaciones Web con JavaScript
Experiencia en integración de aplicaciones utilizando Web Services
Conocimientos de ECMAScript (ES6+)
Conocimientos en algún framework de ReactJS,
Conocimientos en últimas versiones de HTML y CSS
Entendimiento del protocolo HTTP
Experiencia en el uso de Bootstrap o similar
Conocimiento de Responsive Web Design (RWD)
Conocimiento de Material Design o similar
DESEABLE: Experiencia con React y Redux
Experiencia en el uso de algún preprocesador de estilos como LESS, SASS o similar
Experiencia desarrollando Pruebas Unitarias con JavaScript o utilizando paradigmas como TDD o BDD
Conocimiento de metodologías ágiles como Scrum o Kanban
Conocimiento de Linux y programación con Shell Script
ZONA A LABORAR: CDMX, (Home Office Temporal)
OFRECEMOS:
Sueldo Base (según aptitudes)
Beneficios de ley
beneficios adicionales (Seguro de Vida, SGMM, Capacitación)
Buen ambiente de Trabajo
¡POSTULATE AHORA!
Tipo de puesto: Tiempo completo
Salario: $30,000.00 - $35,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos mayores
Seguro de vida
Lugar de trabajo: Una ubicación",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=MancoIT&t=Desarrollador+java+junior&jk=9ad22247744fbbcb&q=javascript&vjs=3
23,Desarrollador Android,"Sellout Solutions and Consulting
Ciudad de México","$5,000 a $16,977 por mes
Por tiempo indeterminado
Horario flexible",Ciudad de México,Sellout Solutions and Consulting,"$5,000 a $16,977 por mes",Remoto,"Company Description
It’s Plein Air Agency is a leading marketing consultancy focusing on the restaurant and hospitality industry across the United States by providing solutions from Creative, Production, Media Strategy & Buying, Digital Content to Website and Mobile App development. We are a fully remote agency and are looking for remote talent to join our team!
A Front-End developer works closely with the creative team to develop visually appealing and intuitive websites and apps for clients based on collaboration with the design team. You’ll need a good eye for design to be able to make changes post-launch without requiring designer feedback.
Teammates will be looking to you for technical knowledge. You will need to communicate clearly any technical limitations and make suggestions on how to achieve the desired outcome while meeting any deadlines. You may also need to explain complex technical issues to clients in a way that anyone can understand. You will be expected to contribute to the creative process, especially when you see an opportunity for any new technology to enhance an idea.
You will need to jump from one project to another, sometimes working on multiple projects simultaneously. We value adaptability, so flexibility is key as priorities can shift as new ideas emerge.
We are a distributed company, so you will have lots of video meetings, but you can work from pretty much anywhere that has good internet.
Requirements
Proficient in English
Minimum 3 years of professional experience in web development
Significant experience working in:
Basic HTML, CSS, and JavaScript
NodeJS
ReactJS or similar
NextJS or similar
Be able to code for accessibility and performance
Show examples of CSS transitions and animation
Comfortably be able to use the command line
Know how to fetch, pull, commit, push, and merge using git
PHP, Composer, or other backend technologies a plus
Good understanding of UX/UI principles
Basic proficiency in Photoshop, Adobe XD, or Sketch
Salary range: 50k-75k USD/year based off experience
Requirements and Qualifications
Must have experience with React and React Native
Must be proficient in English
Basic HTML, CSS, and JavaScript
NodeJS
Be able to code for accessibility and performance
Know how to fetch, pull, commit, push, and merge using git
PHP, Ruby, Python, or other backend technologies a plus
Good understanding of UX/UI principles
Portfolio of previous mobile application development
Collaboration and communication skills
Job Type: Full-time
Pay: From $120,000.00 per month
Language:
English (Required)",2022-12-07,https://mx.indeed.com/viewjob?jk=00e64fbe950fd90e&q=javascript&l=Ciudad+de+M%C3%A9xico&tk=1gjn1p9knj4hi800&from=web&advn=7181290108760494&adid=402767733&ad=-6NYlbfkN0Dx7SPOXmGP92hoMkO1JFR7A5an01raOr1eWQH_Fbo_7-DX-002hXIZ2umBqoZBm7yUo99SqmJDNLDL2IKC0cxm_KDLAYWU4JxGP8dUpf6lQAlGiz-T1QSZzZjpc09HApcH1kJOq60876izWcxs9wY61zrcI7NK9WgoF3gjo2oLJC4PBuauQf_t-fucNY5vk0zYdwq35Gt4ftOdUv62iJ1WrILR0ANWLLUx0Ozq1cXg0jtGMd6sFheVCnZ9qLMDg1-S24ePh3wiWUG_9ZsRy7QEovZ39edn5hWNc3xZtbBjdjsFgrDokCasCQheSYpakVEHVE4o9f-h5Lm_erY_0Pi4LqsOvobNpzm5QJ0axviQRXQO9SKl9nSWYAnkNZaxcNw%3D&pub=4a1b367933fd867b19b072952f68dceb&xkcb=SoDb-_M3W3Lq4-QTD50KbzkdCdPP&vjs=3
24,Desarrollador Full Stack,"AppIt Ventures
Remoto in Ciudad de México","$80,000 a $100,000 por mes
Tiempo completo
Horario flexible
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,AppIt Ventures,"$80,000 a $100,000 por mes",Remoto,"Company Description
It’s Plein Air Agency is a leading marketing consultancy focusing on the restaurant and hospitality industry across the United States by providing solutions from Creative, Production, Media Strategy & Buying, Digital Content to Website and Mobile App development. We are a fully remote agency and are looking for remote talent to join our team!
A Front-End developer works closely with the creative team to develop visually appealing and intuitive websites and apps for clients based on collaboration with the design team. You’ll need a good eye for design to be able to make changes post-launch without requiring designer feedback.
Teammates will be looking to you for technical knowledge. You will need to communicate clearly any technical limitations and make suggestions on how to achieve the desired outcome while meeting any deadlines. You may also need to explain complex technical issues to clients in a way that anyone can understand. You will be expected to contribute to the creative process, especially when you see an opportunity for any new technology to enhance an idea.
You will need to jump from one project to another, sometimes working on multiple projects simultaneously. We value adaptability, so flexibility is key as priorities can shift as new ideas emerge.
We are a distributed company, so you will have lots of video meetings, but you can work from pretty much anywhere that has good internet.
Requirements
Proficient in English
Minimum 3 years of professional experience in web development
Significant experience working in:
Basic HTML, CSS, and JavaScript
NodeJS
ReactJS or similar
NextJS or similar
Be able to code for accessibility and performance
Show examples of CSS transitions and animation
Comfortably be able to use the command line
Know how to fetch, pull, commit, push, and merge using git
PHP, Composer, or other backend technologies a plus
Good understanding of UX/UI principles
Basic proficiency in Photoshop, Adobe XD, or Sketch
Salary range: 50k-75k USD/year based off experience
Requirements and Qualifications
Must have experience with React and React Native
Must be proficient in English
Basic HTML, CSS, and JavaScript
NodeJS
Be able to code for accessibility and performance
Know how to fetch, pull, commit, push, and merge using git
PHP, Ruby, Python, or other backend technologies a plus
Good understanding of UX/UI principles
Portfolio of previous mobile application development
Collaboration and communication skills
Job Type: Full-time
Pay: From $120,000.00 per month
Language:
English (Required)",2022-12-07,https://mx.indeed.com/viewjob?jk=f8045fc36f690c73&q=javascript&l=Ciudad+de+M%C3%A9xico&tk=1gjn1p9knj4hi800&from=web&advn=8381133754634881&adid=402000942&ad=-6NYlbfkN0A2WefrsFsIOpBGEe-6R-RtnWwPGJ2zaAuCcRi9M5rXM0AxUeW-F-2w1zX_Eutz5lM5cdmugYvNvozmgXAWcP6zQIikzNJD7bxtK248TVgHrszaarRwpI2uUBA0UF9-Hwit6n6U2HEMm_ZkRiMBDW8SY-OOoRzYZsJCIdom7SB5BuAoqzcwviazaom14AKD6xD3Qjf2Y9hp51ccNRiWyuDh1aVOInRKiu0KyN-VfGkgwWD4gS8GZCCeDhvvL_4Dc5XrYWuq2Zv7KslKWW6Amp-egmKtBo8XBEm300NOokyFy2kbZdxEYndrA8HlJ5vEVOOuirRoteZ8UUeCzLsbFKpkvhGG22oxltzi1ez6hka-ilcvYK2ZCQdq7vgWWSaN-cw%3D&pub=4a1b367933fd867b19b072952f68dceb&xkcb=SoAq-_M3W3Lq4-wTD50LbzkdCdPP&vjs=3
25,Desarrollador Front End,"Bambú Mobile
Tlalpan, CDMX","$16,000 a $20,000 por mes
Por tiempo indeterminado
+1
Turno de 8 horas
+1",Ciudad de México,Bambú Mobile,"$16,000 a $20,000 por mes",Remoto,"Company Description
It’s Plein Air Agency is a leading marketing consultancy focusing on the restaurant and hospitality industry across the United States by providing solutions from Creative, Production, Media Strategy & Buying, Digital Content to Website and Mobile App development. We are a fully remote agency and are looking for remote talent to join our team!
A Front-End developer works closely with the creative team to develop visually appealing and intuitive websites and apps for clients based on collaboration with the design team. You’ll need a good eye for design to be able to make changes post-launch without requiring designer feedback.
Teammates will be looking to you for technical knowledge. You will need to communicate clearly any technical limitations and make suggestions on how to achieve the desired outcome while meeting any deadlines. You may also need to explain complex technical issues to clients in a way that anyone can understand. You will be expected to contribute to the creative process, especially when you see an opportunity for any new technology to enhance an idea.
You will need to jump from one project to another, sometimes working on multiple projects simultaneously. We value adaptability, so flexibility is key as priorities can shift as new ideas emerge.
We are a distributed company, so you will have lots of video meetings, but you can work from pretty much anywhere that has good internet.
Requirements
Proficient in English
Minimum 3 years of professional experience in web development
Significant experience working in:
Basic HTML, CSS, and JavaScript
NodeJS
ReactJS or similar
NextJS or similar
Be able to code for accessibility and performance
Show examples of CSS transitions and animation
Comfortably be able to use the command line
Know how to fetch, pull, commit, push, and merge using git
PHP, Composer, or other backend technologies a plus
Good understanding of UX/UI principles
Basic proficiency in Photoshop, Adobe XD, or Sketch
Salary range: 50k-75k USD/year based off experience
Requirements and Qualifications
Must have experience with React and React Native
Must be proficient in English
Basic HTML, CSS, and JavaScript
NodeJS
Be able to code for accessibility and performance
Know how to fetch, pull, commit, push, and merge using git
PHP, Ruby, Python, or other backend technologies a plus
Good understanding of UX/UI principles
Portfolio of previous mobile application development
Collaboration and communication skills
Job Type: Full-time
Pay: From $120,000.00 per month
Language:
English (Required)",2022-12-07,https://mx.indeed.com/viewjob?jk=e04629b8965addb6&q=javascript&l=Ciudad+de+M%C3%A9xico&tk=1gjn1p9knj4hi800&from=web&advn=8235586206392705&adid=401191235&ad=-6NYlbfkN0C6dmCNmKlFquGC0NQwyYoD2gumrD9kUDGkGIYJj4MO_qG_OJHdBZkEFcg1FTCIfLxJfWAPt8VmP4JP0SZPuN-iGNMTzbD505rgCeGVFQ-haYlRadIMBdMpyXWNuGAWnJo0fxMlCiimjGvGP7DAnjtbfZ5UBqc9fO0ahyI-c8Jy68gEHiw6PbePMN4Cz6qihsfFiYvgcOub_n5wivaX2bCeIGT0z0DnicdSUSXs-637bl-bmtSM5YgiRw1ZRPvUIN9pEqUCyvSWcaAmRla7y6WLwx5kopkV_l0DihFtpl2_Qjax-_0X6_VlOEuM0GS23pvPKaIFSyuLdG6rzN5Sm5mc7uEZAV0Br1E_3jAhNoTPAYAAi-AuDMuSkKqerrn77zI%3D&pub=4a1b367933fd867b19b072952f68dceb&xkcb=SoCe-_M3W3Lq4-wTD50KbzkdCdPP&vjs=3
